id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Cleanliness,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Departure/Arrival time convenient,Arrival Delay in Minutes,Departure Delay in Minutes
29816,Female,Loyal Customer,38,Business travel,Eco,31,4,2,2,4,4,4,4,4,4,4,3,5,2,2,0,0
29824,Female,disloyal Customer,23,Business travel,Eco,31,4,4,1,1,4,1,1,1,1,3,4,5,2,0,0,0
29827,Male,Loyal Customer,52,Business travel,Eco,95,4,1,1,4,4,4,4,4,5,5,2,5,3,2,0,0
29846,Female,Loyal Customer,55,Business travel,Eco,82,5,1,1,2,5,2,4,5,5,5,5,3,5,1,0,1
29863,Female,Loyal Customer,53,Business travel,Eco,31,5,3,3,4,5,3,4,5,5,5,5,3,5,3,0,0
29882,Male,Loyal Customer,55,Business travel,Business,95,3,1,1,3,4,1,3,4,4,4,3,1,4,1,0,0
29885,Male,Loyal Customer,36,Business travel,Business,95,1,1,1,4,2,4,1,4,4,4,4,2,4,1,0,0
29891,Female,disloyal Customer,26,Business travel,Eco,95,0,0,4,4,0,4,4,4,5,2,2,3,1,4,29,17
29925,Female,disloyal Customer,35,Business travel,Eco,82,2,3,4,4,3,4,3,4,4,1,4,2,4,2,0,0
29947,Female,Loyal Customer,50,Business travel,Business,95,1,5,5,3,3,3,2,2,2,2,1,1,2,5,,0
29950,Female,Loyal Customer,61,Business travel,Eco,95,4,2,2,2,1,1,1,3,3,4,3,2,3,2,0,0
29952,Male,disloyal Customer,62,Business travel,Eco,95,2,2,3,2,2,2,2,2,1,5,5,4,5,3,0,0
29955,Female,disloyal Customer,17,Business travel,Eco,95,4,4,4,2,4,2,2,2,3,5,3,2,4,3,0,0
29963,Female,disloyal Customer,23,Business travel,Eco,95,3,3,2,2,3,2,2,2,3,3,4,5,4,4,0,0
29974,Male,Loyal Customer,50,Business travel,Business,95,1,3,3,4,1,3,3,4,3,4,4,3,2,3,,455
29977,Female,disloyal Customer,44,Business travel,Eco,95,1,1,3,5,1,5,5,5,4,5,4,4,3,1,0,0
29991,Male,Loyal Customer,51,Business travel,Eco,95,3,1,1,3,3,3,3,3,2,3,2,2,3,1,0,0
29992,Female,disloyal Customer,26,Business travel,Eco,31,4,4,1,3,4,3,3,3,5,3,5,5,2,0,0,0
29993,Female,Loyal Customer,63,Business travel,Business,95,1,1,1,1,4,4,3,3,3,3,1,4,3,1,11,14
29995,Male,Loyal Customer,38,Business travel,Eco,95,5,2,2,5,5,5,5,5,4,4,3,1,3,2,0,0
30016,Male,Loyal Customer,51,Business travel,Eco,82,3,3,3,3,3,3,3,3,3,4,3,1,3,3,0,0
30042,Male,disloyal Customer,30,Business travel,Eco,95,2,2,4,3,2,3,2,3,2,4,2,5,2,5,0,0
30047,Male,Loyal Customer,32,Business travel,Business,82,2,2,2,5,5,5,3,5,1,5,5,5,1,2,0,0
30071,Male,Loyal Customer,23,Personal Travel,Eco,95,5,0,4,2,0,2,2,2,4,5,4,4,4,2,11,0
30078,Female,Loyal Customer,22,Personal Travel,Eco,31,2,2,3,5,2,5,5,5,3,2,4,5,4,5,0,0
30092,Female,Loyal Customer,61,Personal Travel,Eco,82,3,3,3,2,5,4,4,4,4,3,4,4,4,5,0,0
30115,Male,Loyal Customer,33,Personal Travel,Eco,95,2,2,5,5,2,5,5,5,3,3,2,3,5,4,0,0
30118,Male,Loyal Customer,69,Personal Travel,Eco,95,5,5,5,2,5,2,2,2,3,3,1,4,4,5,0,0
30121,Female,Loyal Customer,7,Personal Travel,Eco,82,3,0,4,2,0,2,2,2,1,3,1,5,5,4,105,104
30125,Female,Loyal Customer,54,Personal Travel,Eco,31,2,2,3,4,4,2,4,5,5,2,5,3,5,1,22,18
30130,Female,Loyal Customer,12,Personal Travel,Eco,31,3,3,4,1,3,1,1,1,1,1,2,5,1,4,8,12
30131,Male,Loyal Customer,20,Personal Travel,Eco,95,3,3,3,4,3,4,4,4,2,4,2,1,2,4,0,0
30133,Male,Loyal Customer,70,Personal Travel,Eco,31,2,0,4,4,0,4,4,4,3,5,5,3,4,5,0,0
30144,Female,Loyal Customer,17,Personal Travel,Eco,31,2,0,3,1,0,1,1,1,4,3,5,4,5,4,11,11
30147,Female,Loyal Customer,61,Personal Travel,Eco,95,1,1,2,5,1,5,3,2,2,1,2,2,2,4,0,0
30150,Male,Loyal Customer,14,Personal Travel,Eco,82,3,3,3,4,3,4,4,4,4,5,4,1,3,2,0,7
30161,Male,Loyal Customer,17,Personal Travel,Eco,82,1,1,3,5,1,5,5,5,5,5,2,4,2,3,0,0
30162,Female,Loyal Customer,35,Personal Travel,Eco,95,5,5,1,3,5,3,3,3,4,4,5,3,4,4,0,2
30165,Male,Loyal Customer,18,Personal Travel,Eco,82,4,4,4,4,4,4,4,4,1,4,3,4,4,1,0,0
30180,Male,Loyal Customer,39,Business travel,Eco Plus,82,5,5,5,5,5,5,5,5,3,1,3,2,3,5,0,0
30184,Male,Loyal Customer,43,Business travel,Eco Plus,31,5,4,5,4,5,4,4,4,4,3,5,5,2,5,0,0
30191,Female,Loyal Customer,38,Business travel,Eco Plus,95,4,3,3,4,4,4,4,4,2,1,3,4,3,3,0,0
30194,Female,Loyal Customer,32,Business travel,Eco Plus,95,0,0,1,1,0,1,1,1,5,4,2,5,3,0,0,0
30200,Female,disloyal Customer,25,Business travel,Eco Plus,95,3,3,4,4,3,4,5,4,1,2,4,4,4,1,0,0
30202,Male,Loyal Customer,34,Business travel,Eco Plus,95,0,0,3,5,0,5,1,5,4,4,1,3,3,0,0,0
30205,Female,Loyal Customer,59,Personal Travel,Eco Plus,95,2,2,4,3,4,3,2,5,5,2,3,1,5,3,0,0
30212,Female,Loyal Customer,27,Personal Travel,Eco Plus,31,3,3,5,4,3,4,1,4,5,5,4,3,5,5,15,8
30213,Male,Loyal Customer,46,Personal Travel,Eco Plus,82,1,1,1,3,1,3,4,3,3,3,5,5,5,5,0,0
31904,Female,Loyal Customer,57,Business travel,Business,101,1,1,1,3,5,5,5,5,5,4,5,5,5,1,0,0
31912,Male,disloyal Customer,24,Business travel,Business,101,0,0,1,5,0,5,4,5,3,2,5,4,4,0,0,0
31923,Female,disloyal Customer,21,Business travel,Eco,101,4,5,4,5,5,5,2,5,3,4,4,4,5,0,0,0
31928,Male,Loyal Customer,44,Business travel,Business,84,5,5,5,5,4,3,5,5,5,5,4,3,5,5,7,3
31935,Male,Loyal Customer,48,Business travel,Business,101,5,3,5,4,5,4,5,3,3,4,5,3,3,5,0,0
31947,Female,Loyal Customer,43,Business travel,Business,101,3,3,3,5,5,5,4,4,4,4,4,3,4,3,0,0
31950,Male,Loyal Customer,47,Business travel,Business,102,2,2,2,5,4,3,5,4,4,4,4,3,4,2,1,0
31965,Female,Loyal Customer,49,Business travel,Business,102,4,4,4,5,4,4,5,3,3,4,5,4,3,4,0,0
31969,Male,Loyal Customer,47,Business travel,Business,101,2,3,3,3,4,3,4,1,1,1,2,4,1,3,0,0
31971,Female,Loyal Customer,40,Business travel,Business,101,2,5,5,1,3,1,3,3,3,3,2,2,3,5,0,0
31973,Male,Loyal Customer,46,Business travel,Business,101,0,0,1,3,5,5,5,3,3,3,3,3,3,4,0,0
31975,Female,disloyal Customer,27,Business travel,Business,101,4,4,2,4,4,4,4,4,3,5,4,3,5,4,0,0
31977,Female,Loyal Customer,52,Business travel,Business,102,5,5,5,3,5,4,5,5,5,5,5,5,5,5,21,26
31984,Female,Loyal Customer,49,Personal Travel,Business,101,4,4,2,5,4,4,4,3,3,4,3,5,3,5,0,0
31986,Male,Loyal Customer,17,Personal Travel,Business,101,0,0,3,1,0,1,1,1,4,4,4,3,4,4,0,0
31988,Female,Loyal Customer,70,Personal Travel,Business,101,5,0,1,1,3,4,4,2,2,0,2,3,2,5,0,0
32013,Female,Loyal Customer,70,Business travel,Eco,101,4,5,4,3,2,2,1,3,3,4,3,5,3,4,0,0
32014,Female,disloyal Customer,22,Business travel,Business,101,4,4,1,5,4,5,5,5,3,5,5,2,3,4,0,0
32018,Male,Loyal Customer,42,Business travel,Business,101,0,0,1,3,4,1,5,3,3,3,3,2,3,3,17,11
32021,Male,Loyal Customer,32,Business travel,Business,101,3,3,3,4,5,4,5,4,2,3,3,5,5,2,1,0
32024,Male,Loyal Customer,36,Business travel,Business,101,2,2,2,1,2,1,2,4,4,4,3,3,4,2,19,9
32025,Female,Loyal Customer,58,Business travel,Business,102,2,2,2,4,3,4,4,5,5,5,4,5,5,2,0,0
32033,Male,Loyal Customer,43,Business travel,Eco,102,5,5,5,5,5,5,5,5,4,5,2,5,4,5,0,0
32041,Male,Loyal Customer,50,Business travel,Business,101,1,1,1,1,5,4,2,4,4,4,5,3,4,4,16,4
32044,Male,disloyal Customer,22,Business travel,Eco,102,0,0,3,4,0,4,4,4,5,4,4,5,3,3,0,0
32046,Male,Loyal Customer,41,Business travel,Eco,102,4,1,1,4,4,4,4,4,1,1,4,5,4,2,27,26
32048,Female,Loyal Customer,55,Business travel,Business,102,4,4,4,5,3,3,3,5,5,5,4,3,5,4,7,7
32051,Male,Loyal Customer,42,Business travel,Eco,101,4,3,3,4,4,4,4,4,2,1,2,2,5,3,0,0
32055,Male,Loyal Customer,43,Business travel,Business,101,0,0,1,3,5,1,4,3,3,3,3,1,3,4,1,2
32056,Female,Loyal Customer,52,Business travel,Eco,102,4,4,4,3,1,3,4,5,5,4,5,5,5,4,10,0
32060,Male,Loyal Customer,60,Business travel,Eco,101,4,5,5,4,4,4,4,4,3,3,3,3,1,2,23,23
32062,Male,Loyal Customer,35,Business travel,Business,101,3,3,3,5,5,3,5,4,4,4,3,2,4,3,0,0
32064,Male,Loyal Customer,36,Business travel,Eco,101,4,1,1,4,4,4,4,4,3,1,4,2,1,1,0,0
32073,Female,Loyal Customer,56,Business travel,Eco,101,4,3,3,1,1,3,1,4,4,4,4,4,4,3,0,0
32075,Female,Loyal Customer,,Business travel,Business,101,3,3,3,5,2,4,1,5,5,5,5,4,5,3,0,0
32084,Male,Loyal Customer,39,Business travel,Eco,101,4,3,3,4,5,4,4,4,2,4,5,4,4,3,0,0
32099,Female,Loyal Customer,36,Business travel,Business,101,3,4,3,5,1,3,5,4,4,4,4,4,4,3,0,0
32107,Female,Loyal Customer,32,Business travel,Eco,101,5,1,1,5,5,5,5,5,4,2,5,4,3,1,11,0
32112,Female,Loyal Customer,58,Business travel,Business,101,4,4,4,3,1,5,5,5,5,5,4,3,5,4,9,7
32114,Male,Loyal Customer,37,Business travel,Eco,101,3,3,3,3,3,3,3,3,3,1,5,3,4,3,0,0
32124,Female,Loyal Customer,48,Business travel,Business,84,0,0,4,2,3,5,5,4,4,5,5,3,4,4,0,0
32125,Male,Loyal Customer,48,Business travel,Eco,101,4,5,5,4,4,4,4,4,4,2,1,2,1,5,0,0
32127,Male,Loyal Customer,37,Business travel,Business,101,4,4,4,2,4,5,4,5,5,5,3,3,5,4,0,0
32131,Male,Loyal Customer,37,Business travel,Business,101,1,1,1,1,1,2,3,4,4,4,4,1,4,1,0,0
32138,Female,disloyal Customer,23,Business travel,Eco,101,5,5,1,4,5,4,4,4,5,1,1,4,5,0,0,0
32140,Female,Loyal Customer,56,Business travel,Eco,101,4,5,5,2,3,3,4,4,4,4,4,3,4,5,0,0
32141,Male,Loyal Customer,37,Business travel,Eco,102,4,1,1,4,4,4,4,4,3,1,3,3,2,1,8,0
32142,Male,Loyal Customer,46,Business travel,Eco,102,4,5,5,4,4,4,4,4,5,2,2,5,2,5,8,4
32143,Female,Loyal Customer,47,Business travel,Eco,102,5,3,3,1,4,1,1,5,5,5,5,1,5,5,0,0
32149,Male,Loyal Customer,48,Business travel,Eco,101,5,4,4,3,5,3,3,3,3,1,2,2,1,4,0,0
32151,Female,Loyal Customer,39,Business travel,Eco,102,4,2,2,4,4,4,4,4,3,3,4,2,2,2,0,0
32156,Male,Loyal Customer,39,Business travel,Eco,102,5,3,3,5,5,5,5,5,2,2,1,4,1,3,2,0
32160,Male,Loyal Customer,36,Business travel,Eco,101,4,4,3,4,4,4,4,4,3,1,5,5,1,3,1,0
32163,Male,Loyal Customer,55,Business travel,Eco,84,5,2,2,5,5,5,5,5,1,5,2,3,3,2,0,0
32168,Female,Loyal Customer,68,Business travel,Business,101,2,2,2,2,3,4,1,4,4,5,5,3,4,2,3,0
32169,Male,Loyal Customer,31,Business travel,Eco,101,4,4,4,4,4,4,4,4,3,1,4,1,4,4,0,0
32172,Female,Loyal Customer,46,Business travel,Eco,101,5,3,3,1,1,5,5,5,5,5,5,1,5,3,0,0
32175,Male,Loyal Customer,57,Business travel,Eco,102,4,3,3,4,4,4,4,4,3,5,4,2,1,3,0,0
32176,Male,Loyal Customer,55,Business travel,Eco,102,4,5,5,5,4,5,5,5,4,5,4,4,2,5,0,0
32179,Male,Loyal Customer,46,Business travel,Eco,102,4,4,4,4,4,4,4,4,2,1,4,2,1,4,1,0
32181,Female,Loyal Customer,22,Business travel,Business,102,2,2,2,4,4,4,4,4,1,3,2,1,5,2,0,2
32186,Male,Loyal Customer,48,Business travel,Eco,101,5,5,3,5,5,5,5,5,5,3,1,1,2,3,0,0
32187,Female,Loyal Customer,44,Business travel,Business,101,4,4,4,5,3,3,2,5,5,5,5,3,5,4,0,0
32192,Female,Loyal Customer,31,Business travel,Eco,101,5,3,3,5,5,5,5,5,2,2,1,4,2,3,12,6
32202,Female,Loyal Customer,41,Business travel,Business,101,2,2,2,4,3,5,4,5,5,5,4,4,5,2,0,0
32212,Female,Loyal Customer,39,Business travel,Eco,101,5,3,3,5,5,5,5,5,3,3,3,3,2,3,13,2
32215,Female,Loyal Customer,42,Business travel,Eco,101,5,2,2,3,3,3,3,5,5,5,5,2,5,2,7,3
32226,Male,Loyal Customer,50,Business travel,Eco,102,4,3,3,4,4,4,4,4,5,2,3,2,2,3,0,0
32232,Female,Loyal Customer,41,Business travel,Business,101,3,3,3,3,2,2,5,4,4,4,4,2,4,3,3,0
32234,Female,Loyal Customer,62,Business travel,Business,101,2,2,2,5,3,1,3,4,4,4,5,3,4,2,4,1
32235,Male,Loyal Customer,53,Business travel,Business,102,2,2,2,1,2,2,2,5,5,5,3,3,5,2,7,0
32238,Male,Loyal Customer,39,Business travel,Business,101,2,5,2,5,1,4,3,5,5,5,3,5,5,2,0,0
32242,Male,Loyal Customer,28,Business travel,Eco,102,4,4,4,4,4,4,4,4,3,5,1,4,5,4,0,0
32243,Female,Loyal Customer,42,Business travel,Eco,101,1,4,4,3,3,1,4,1,1,1,1,3,1,4,0,0
32245,Female,Loyal Customer,31,Business travel,Business,101,1,5,1,4,4,4,5,4,4,4,5,5,1,1,0,0
32261,Female,Loyal Customer,43,Business travel,Business,101,1,1,1,4,5,4,5,4,4,4,3,3,4,1,13,5
32263,Female,Loyal Customer,41,Business travel,Business,102,5,5,5,3,1,5,1,5,5,5,4,5,5,5,0,0
32264,Female,Loyal Customer,39,Business travel,Eco,101,4,2,2,4,4,4,4,4,3,2,4,3,2,2,13,2
32267,Female,Loyal Customer,46,Business travel,Business,102,2,2,2,3,2,3,5,5,5,5,4,4,5,2,0,0
32273,Female,Loyal Customer,48,Business travel,Eco,101,4,2,2,2,3,4,4,4,4,4,4,3,4,2,7,5
32280,Male,Loyal Customer,57,Business travel,Eco,101,4,4,4,4,4,4,4,4,3,5,2,2,1,2,0,0
32282,Female,Loyal Customer,34,Business travel,Business,102,5,5,5,2,3,5,5,5,5,5,3,2,5,5,4,0
32284,Male,Loyal Customer,60,Business travel,Eco,101,5,4,4,5,5,5,5,5,4,5,2,5,2,4,6,4
32287,Male,Loyal Customer,51,Business travel,Business,101,0,1,3,5,2,5,4,3,3,3,3,4,3,3,5,0
32288,Male,Loyal Customer,30,Business travel,Eco,101,4,3,3,4,4,4,4,4,4,1,1,5,4,3,0,0
32293,Male,Loyal Customer,51,Business travel,Business,101,4,4,4,3,2,2,3,4,4,4,5,4,4,4,2,0
32296,Female,Loyal Customer,43,Business travel,Eco,84,4,5,5,5,5,5,3,4,4,4,4,3,4,5,3,0
32297,Female,Loyal Customer,55,Business travel,Eco,101,3,3,2,5,5,1,2,2,2,3,2,3,2,2,26,24
32300,Female,Loyal Customer,39,Business travel,Eco,101,2,3,4,2,2,2,2,2,1,2,2,1,3,4,0,0
32301,Female,Loyal Customer,39,Business travel,Eco,101,2,5,5,2,2,2,2,2,1,1,1,1,4,5,0,0
32307,Female,Loyal Customer,28,Business travel,Business,102,5,5,5,4,4,4,5,4,4,5,3,5,2,5,0,0
32321,Female,Loyal Customer,62,Business travel,Eco,101,5,5,5,5,5,3,2,5,5,5,5,2,5,3,0,0
32326,Female,Loyal Customer,49,Business travel,Business,101,1,4,4,3,4,3,3,2,2,2,1,1,2,4,14,11
32327,Female,Loyal Customer,33,Business travel,Eco,101,4,2,2,4,4,4,4,4,1,4,1,5,4,2,0,0
32335,Male,Loyal Customer,80,Business travel,Eco,101,2,5,5,2,2,2,2,2,4,5,3,1,4,5,0,0
32339,Female,Loyal Customer,38,Business travel,Eco,84,5,2,2,5,5,5,5,5,3,5,2,2,2,2,0,0
32342,Female,Loyal Customer,48,Business travel,Eco,101,5,1,1,3,5,2,5,4,4,5,4,3,4,1,0,0
32347,Female,disloyal Customer,20,Business travel,Eco,101,0,0,4,2,0,2,1,2,5,5,3,1,5,4,9,4
32354,Male,disloyal Customer,21,Business travel,Eco,102,4,5,4,4,5,4,1,4,4,1,4,5,3,0,0,0
32355,Female,Loyal Customer,38,Business travel,Business,101,5,5,5,3,2,2,3,4,4,4,5,3,4,5,9,5
32357,Male,Loyal Customer,58,Business travel,Business,101,5,5,5,4,5,5,1,4,4,5,4,2,4,5,5,0
32360,Female,Loyal Customer,40,Business travel,Eco,101,4,4,4,4,4,4,4,4,1,1,1,1,4,4,3,2
32364,Male,Loyal Customer,43,Business travel,Business,101,4,4,4,3,2,5,2,4,4,4,4,2,4,4,0,0
32365,Male,Loyal Customer,39,Business travel,Eco,101,5,3,3,5,5,5,5,5,1,2,1,2,5,3,0,0
32366,Female,Loyal Customer,44,Business travel,Business,102,5,5,5,5,4,3,1,4,4,4,5,5,4,5,0,0
32371,Male,disloyal Customer,25,Business travel,Eco,101,0,0,5,3,0,3,3,3,4,1,4,3,4,0,0,0
32373,Female,Loyal Customer,58,Business travel,Eco,101,4,5,5,4,4,5,2,4,4,4,4,1,4,5,5,0
32377,Female,Loyal Customer,51,Business travel,Business,101,0,0,1,4,5,1,1,5,5,1,1,2,5,4,11,10
32379,Female,Loyal Customer,56,Business travel,Eco,101,5,4,2,5,2,1,1,5,5,5,5,5,5,2,0,0
32381,Female,Loyal Customer,60,Business travel,Eco,101,4,5,5,3,2,4,3,4,4,4,4,4,4,5,4,0
32385,Male,disloyal Customer,22,Business travel,Eco,101,4,5,5,3,5,3,3,3,4,1,2,3,5,0,3,0
32388,Female,Loyal Customer,55,Business travel,Eco,101,4,5,5,2,3,5,2,4,4,4,4,3,4,5,0,0
32389,Male,Loyal Customer,62,Business travel,Business,101,1,1,1,4,5,2,5,4,4,4,3,1,4,1,0,0
32394,Male,Loyal Customer,53,Business travel,Eco,101,5,4,4,4,5,4,4,4,3,2,2,2,5,4,0,0
32395,Female,Loyal Customer,32,Business travel,Eco,101,4,4,4,4,4,4,4,4,5,1,2,4,2,4,33,0
32400,Male,Loyal Customer,42,Business travel,Eco,101,2,5,5,2,2,2,2,2,1,1,5,1,5,5,0,0
32405,Female,Loyal Customer,52,Business travel,Eco,102,5,5,5,1,4,5,2,5,5,5,5,3,5,5,0,0
32407,Male,disloyal Customer,39,Business travel,Eco,84,2,2,1,4,2,4,4,4,1,3,4,2,4,4,0,0
32412,Female,Loyal Customer,17,Business travel,Business,101,2,5,5,2,2,2,2,2,2,3,4,1,4,5,0,0
32420,Male,Loyal Customer,55,Business travel,Business,102,5,5,5,4,2,3,5,4,4,4,4,2,4,3,0,0
32427,Male,Loyal Customer,33,Business travel,Eco,101,4,1,1,4,4,4,4,4,3,1,2,1,4,1,7,2
32438,Female,disloyal Customer,57,Business travel,Eco,102,5,5,4,2,5,2,2,2,4,3,1,1,4,0,0,0
32450,Female,Loyal Customer,30,Business travel,Business,101,0,0,5,1,1,1,1,1,1,2,5,1,3,5,0,0
32466,Male,Loyal Customer,44,Business travel,Eco,101,5,3,3,5,5,5,5,5,5,4,1,2,4,3,5,0
32479,Male,Loyal Customer,33,Business travel,Eco,101,3,5,4,3,3,3,3,3,3,3,4,4,3,4,9,2
32480,Male,Loyal Customer,60,Business travel,Eco,101,4,3,3,5,4,5,5,5,5,2,4,4,2,3,0,0
32484,Female,Loyal Customer,58,Business travel,Eco,102,5,4,4,2,5,4,4,5,5,5,5,4,5,3,0,0
32486,Female,Loyal Customer,34,Business travel,Business,101,3,4,4,4,2,4,3,3,3,3,3,2,3,4,42,35
32492,Male,Loyal Customer,39,Business travel,Business,102,2,2,2,4,4,2,2,5,5,5,5,4,5,2,5,9
32494,Female,Loyal Customer,48,Business travel,Eco,101,4,5,5,4,1,1,1,4,4,4,4,1,4,2,0,0
32499,Male,Loyal Customer,34,Business travel,Business,101,0,0,3,1,2,1,3,4,4,4,4,4,4,5,0,0
32507,Male,Loyal Customer,50,Business travel,Eco,84,5,3,3,5,5,5,5,5,1,3,5,5,1,3,5,5
32508,Male,Loyal Customer,50,Business travel,Eco,102,5,5,5,5,5,5,5,5,5,1,1,3,1,5,0,0
32513,Female,Loyal Customer,47,Business travel,Eco,101,2,3,3,3,3,2,3,2,2,2,2,4,2,3,8,12
32516,Male,Loyal Customer,69,Business travel,Business,102,1,4,1,1,1,1,3,5,5,5,4,5,5,1,2,7
32520,Male,Loyal Customer,38,Business travel,Eco,101,5,1,1,5,5,5,5,5,1,5,1,5,1,1,12,0
32531,Female,Loyal Customer,37,Business travel,Eco,102,4,5,5,4,5,4,4,4,5,1,2,4,3,5,0,0
32532,Female,Loyal Customer,37,Business travel,Eco,102,4,3,3,4,5,4,4,4,1,5,3,2,5,3,5,6
32540,Female,Loyal Customer,54,Business travel,Eco,101,4,4,4,4,2,4,2,4,4,4,4,2,4,4,5,0
32552,Male,Loyal Customer,38,Business travel,Business,101,5,5,5,4,5,2,5,5,5,5,4,4,5,5,0,0
32555,Female,Loyal Customer,27,Business travel,Eco,101,4,4,4,5,5,5,5,5,5,3,4,5,1,4,0,0
32563,Female,Loyal Customer,51,Business travel,Eco,101,4,4,4,2,5,2,5,4,4,4,4,3,4,4,9,0
32568,Female,Loyal Customer,51,Business travel,Eco,102,5,3,3,5,1,3,2,4,4,5,4,1,4,3,0,0
32572,Male,Loyal Customer,38,Business travel,Eco,101,5,4,4,5,5,5,5,5,4,4,1,1,2,4,1,0
32574,Female,Loyal Customer,53,Business travel,Eco,101,3,4,4,5,3,1,4,3,3,3,3,2,3,4,0,0
32580,Male,Loyal Customer,36,Business travel,Eco,102,4,1,1,4,4,4,4,4,1,3,4,4,4,1,0,0
32583,Male,Loyal Customer,31,Business travel,Eco,101,3,3,3,3,3,3,3,3,4,5,3,4,4,5,0,0
32590,Male,Loyal Customer,44,Business travel,Eco,101,4,1,1,3,4,3,3,3,4,4,4,2,4,1,1,0
32594,Female,Loyal Customer,52,Business travel,Eco,101,3,3,3,1,2,3,4,3,3,3,3,4,3,3,10,6
32595,Female,Loyal Customer,45,Business travel,Eco,101,5,4,4,2,2,3,1,4,4,5,4,5,4,4,0,0
32597,Male,Loyal Customer,55,Business travel,Eco,102,4,1,1,4,4,4,4,4,1,1,5,4,4,1,0,0
32602,Female,Loyal Customer,40,Business travel,Eco,102,5,1,1,5,5,5,5,5,1,4,4,3,1,1,5,4
32603,Female,Loyal Customer,45,Business travel,Eco,101,2,1,1,2,4,3,4,2,2,2,2,1,2,1,5,2
32618,Male,Loyal Customer,19,Business travel,Eco,101,5,1,1,5,5,5,4,5,4,5,1,4,4,1,5,0
32621,Female,Loyal Customer,32,Business travel,Eco,101,2,4,4,2,3,2,2,2,4,2,4,1,3,4,0,0
32624,Female,Loyal Customer,70,Business travel,Eco,101,2,1,1,2,2,3,2,2,2,2,2,1,2,1,0,0
32625,Female,Loyal Customer,62,Business travel,Eco,101,3,4,4,5,3,1,3,3,3,3,3,3,3,4,0,0
32626,Male,Loyal Customer,67,Business travel,Eco,101,3,3,3,3,3,3,3,3,4,5,4,3,3,5,0,0
32638,Female,Loyal Customer,36,Business travel,Business,101,5,5,5,5,1,3,5,4,4,4,4,4,4,5,0,0
32641,Male,Loyal Customer,18,Business travel,Eco,102,5,4,1,5,5,5,5,5,4,2,1,4,4,1,0,0
32658,Female,Loyal Customer,55,Business travel,Eco,84,4,4,4,2,4,1,2,4,4,4,4,3,4,4,0,0
32659,Male,Loyal Customer,38,Business travel,Business,101,3,5,5,2,3,1,3,2,2,2,3,3,2,5,12,6
32663,Female,Loyal Customer,43,Business travel,Eco,101,5,4,4,2,3,1,1,5,5,5,5,1,5,4,0,0
32665,Male,Loyal Customer,59,Business travel,Eco,101,5,5,3,5,5,5,5,5,3,2,4,3,4,3,0,0
32671,Female,Loyal Customer,35,Business travel,Eco,101,2,5,5,2,2,2,2,2,1,5,1,5,5,5,0,0
32673,Female,Loyal Customer,37,Business travel,Eco,101,3,1,1,3,3,3,3,3,3,2,3,1,4,1,0,0
32675,Female,Loyal Customer,67,Business travel,Eco,101,4,5,5,3,3,4,2,4,4,4,4,3,4,5,14,2
32676,Female,Loyal Customer,36,Business travel,Business,101,1,5,5,1,3,4,4,4,4,4,1,2,4,4,3,0
32677,Male,Loyal Customer,37,Business travel,Eco,84,5,3,3,5,5,5,5,5,5,1,2,4,2,3,0,0
32679,Female,Loyal Customer,63,Business travel,Business,101,2,4,4,3,3,4,3,4,4,4,2,3,4,4,0,0
32686,Female,Loyal Customer,36,Business travel,Business,101,2,3,2,5,2,4,2,4,4,4,2,2,4,2,22,6
32688,Male,Loyal Customer,41,Business travel,Eco,101,1,4,4,1,1,1,1,1,1,1,4,4,3,4,2,2
32691,Male,Loyal Customer,25,Business travel,Business,101,2,2,2,4,4,4,2,4,2,4,4,2,4,2,1,0
32694,Female,Loyal Customer,85,Business travel,Business,101,4,3,3,2,4,3,3,1,3,3,3,3,2,3,0,0
32698,Male,Loyal Customer,40,Business travel,Eco,102,5,4,5,5,5,5,5,5,3,3,2,4,1,5,4,0
32700,Male,Loyal Customer,53,Business travel,Eco,101,1,2,2,1,1,1,1,1,3,2,4,4,3,2,0,0
32711,Female,Loyal Customer,54,Business travel,Eco,102,5,1,1,4,3,2,5,4,4,5,4,1,4,1,5,1
32721,Male,Loyal Customer,38,Business travel,Eco,101,4,4,4,4,4,4,4,4,4,3,3,3,2,4,0,0
32723,Female,Loyal Customer,35,Business travel,Business,102,1,1,1,5,4,4,5,4,4,4,5,3,4,1,0,0
32725,Male,Loyal Customer,48,Business travel,Business,101,3,5,5,2,4,2,3,1,1,1,3,2,1,5,0,0
32726,Female,disloyal Customer,38,Business travel,Eco,101,4,4,5,3,4,3,3,3,4,2,5,2,3,4,0,0
32728,Female,Loyal Customer,52,Business travel,Eco,102,5,2,2,1,3,3,5,5,5,5,5,4,5,2,3,0
32730,Male,Loyal Customer,58,Business travel,Eco,101,4,3,3,4,4,4,4,4,4,4,1,5,3,3,0,0
32737,Male,Loyal Customer,63,Business travel,Eco,101,4,5,5,4,4,4,4,4,5,3,1,3,2,5,0,0
32739,Female,Loyal Customer,58,Business travel,Eco,101,1,2,2,5,4,4,3,1,1,1,1,1,1,2,0,0
32741,Female,Loyal Customer,65,Business travel,Business,101,1,1,1,2,3,3,3,3,3,3,1,2,3,1,0,0
